Cl.Cl.CN[C@@H](C)C(=O)N[C@@H](C1CCC(F)(F)CC1)C(=O)N2C[C@H]3CC(F)(F)CN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	CHEMBL3217229	pIC50=6.5
CCS(=O)(=O)c1ccc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3COC	CHEMBL3699946	pIC50=6.51
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CCCCc5ccc(CCCCC(=O)N6CC[C@H]7CC[C@H](N7C(=O)[C@H](C6)NC(=O)[C@H](C)NC)C(=O)NC(c8ccccc8)c9ccccc9)cc5	CHEMBL2158605	pIC50=6.51
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)C3=CC(=O)N(Cc4ccccc4)C=C23	CHEMBL3699951	pIC50=6.51
CCNC(=O)NC[C@H]1CC[C@H]2CC[C@H](N2C(=O)[C@H]1NC(=O)[C@@H](N)CC)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL584397	pIC50=6.52
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)CCCC#CC#CCCCC(=O)NC[C@H]2CC[C@H]3CC[C@H](N3C(=O)[C@H]2NC(=O)[C@H](CC)NC)C(=O)NC(c4ccccc4)c5ccccc5)CC[C@H]6CC[C@H](N6C1=O)C(=O)NC(c7ccccc7)c8ccccc8.OC(=O)C(F)(F)F	CHEMBL2204574	pIC50=6.52
CN[C@@H](C)C(=O)N[C@H]1CC[C@@H](C[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)NC(=O)Cc5ccccc5	CHEMBL1241425	pKi=6.52
Cl.Cl.CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCCc5ccccc45	CHEMBL3215905	pIC50=6.52
CC[C@H](N)C(=O)N[C@H]1[C@@H](Cn2cc(CO[C@H](C)[C@H](NC(=O)[C@H](C)NC)C(=O)N3CCC[C@H]3Cn4nnnc4Sc5ccccc5)nn2)CC[C@H]6CC[C@H](N6C1=O)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2204570	pIC50=6.53
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)NCc2ccccc2	CHEMBL426052	pKi=6.54
CC[C@H](N)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL573550	pIC50=6.54
CC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23	CHEMBL3699972	pIC50=6.54
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)N[C@@H]1CCCc2ccccc12	CHEMBL2403872	pKi=6.54
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CCCCCCCCCCC(=O)N5CC[C@H]6CC[C@H](N6C(=O)[C@H](C5)NC(=O)[C@H](C)NC)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2158604	pIC50=6.54
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Cc4cccc(Cl)c4)cc23	CHEMBL3699967	pIC50=6.54
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Cc4cccc(OC)c4)cc23	CHEMBL3699970	pIC50=6.54
Cl.C[C@H](N)C(=O)N[C@H]1CCC2CC[C@H](N2C1=O)C(=O)NCc3ccccc3	CHEMBL534477	pKi=6.54
CC[C@H](N)C(=O)N[C@H]1[C@@H](CCO)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL575597	pIC50=6.55
CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H]2CCCc3ccccc23.OC=O	CHEMBL1442555	pIC50=6.55
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2c3nc(cs3)C(=O)c4ccc(F)cc4	CHEMBL2431768	pEC50=6.55
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CC[C@H]3CN(CCc4ccccc4)CC[C@@H]23	CHEMBL1672168	pIC50=6.55
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCOCCCCOCCn5cc(nn5)[C@@H](NC(=O)[C@@H]6CC[C@@H]7CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N67)c8ccccc8)nn4	CHEMBL1774164	pIC50=6.55
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3ccc(cc23)S(=O)(=O)NC(C)C	CHEMBL3699953	pIC50=6.55
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H]3CCCC4C=CC=CC34	CHEMBL487973	pKi=6.56
CN[C@@H](C)C(=O)NC1CCC[C@H]2SC[C@H](N2C1=O)C(=O)Nc3cc(C)nn3c4ccccc4	CHEMBL1672169	pKi=6.57
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3ccc(cc23)S(=O)(=O)CC(C)C	CHEMBL3699949	pIC50=6.57
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(cc23)C4=CCCC4	CHEMBL3699971	pIC50=6.57
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(cc23)c4oc5ccccc5c4	CHEMBL3700028	pIC50=6.57
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cc(F)c(cc23)S(=O)(=O)c4ccccc4)CCN1	CHEMBL3696513	pIC50=6.57
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ccc(Cl)cc23)[C@H](CN1)C(=O)N4CCOCC4	CHEMBL3699989	pIC50=6.57
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)C)c2cc(ccc2N(Cc3c(C)ccc4ccccc34)C1=O)C#N	CHEMBL2436226	pEC50=6.58
CC[C@H](N)C(=O)N[C@H]1[C@@H](CNC(=O)c2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL584393	pIC50=6.59
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)Nc3snnc3c4ccccc4	CHEMBL2063869	pKi=6.59
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC3(Cc4ccccc4C3)c5ccc(Cl)cc25	CHEMBL3700000	pIC50=6.59
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)NC(c2ccccc2)c3ccccc3	CHEMBL180204	pKi=6.6
CC[C@H](N)C(=O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL574027	pIC50=6.6
Cl.CN[C@@H](C)C(=O)N[C@H]1CCc2ccccc2N(Cc3c(OC)ccc4ccccc34)C1=O	CHEMBL2431759	pIC50=6.6
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)c2cn(C[C@H]3CC[C@H]4CC[C@H](N4C(=O)[C@H]3NC(=O)[C@H](CC)NC)C(=O)NC(c5ccccc5)c6ccccc6)nn2)CC[C@H]7CC[C@H](N7C1=O)C(=O)NC(c8ccccc8)c9ccccc9.OC(=O)C(F)(F)F	CHEMBL2204572	pIC50=6.61
CCNC[C@H]1CC[C@H]2CC[C@H](N2C(=O)[C@H]1NC(=O)[C@@H](N)CC)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL578000	pIC50=6.62
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCNC(=O)c2c(cccc2C3=C4C=CC(=O)C=C4Oc5cc(O)ccc35)C(=O)ON6C(=O)CCC6=O)C(=O)O	CHEMBL404788	pKd=6.62
CC[C@H](N)C(=O)N[C@H]1[C@@H](CNC(=O)NCc2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL582974	pIC50=6.62
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	CHEMBL2365533	pIC50=6.62
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(CCC(C)C)cc23	CHEMBL3699958	pIC50=6.62
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(cc23)C(C)c4ccccc4	CHEMBL3699968	pIC50=6.62
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(c3ccccn3)c4ccc(Cc5ccccc5)cc24	CHEMBL3700023	pIC50=6.62
Cl.Cl.CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	CHEMBL3142652	pIC50=6.62
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL573309	pIC50=6.64
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3ccc(cc23)S(=O)(=O)N(C)C	CHEMBL3699952	pIC50=6.64
COC[C@H]1CN[C@H](C)CN1CC(=O)N2C[C@@](C)(c3ccccc3)c4ccc(cc24)C#N	CHEMBL3700018	pIC50=6.64
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CC(C)C	CHEMBL2158051	pIC50=6.65
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)NCc2occc2	CHEMBL182034	pKi=6.66
CC[C@H](N)C(=O)N[C@H]1[C@@H](CNC(=S)N)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL583950	pIC50=6.66
CNS(=O)(=O)c1ccc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3COC	CHEMBL3699948	pIC50=6.66
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3Cc4ccccc4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	CHEMBL3091493	pIC50=6.66
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CCCCCCCCC(=O)N5CC[C@H]6CC[C@H](N6C(=O)[C@H](C5)NC(=O)[C@H](C)NC)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2158603	pIC50=6.66
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3ccc(Cc4ccccc4)cc23	CHEMBL3699975	pIC50=6.66
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(Cl)cc4)cc23	CHEMBL3699964	pIC50=6.66
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3ncc(Cc4ccccc4)cc23	CHEMBL3700016	pIC50=6.66
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@H](CN1)C(F)F	CHEMBL3700001	pIC50=6.66
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(cc23)C(C)(F)F)[C@@H](CN4CCc5cccnc45)CN1	CHEMBL3700087	pIC50=6.66
C[C@@H]1CN(CC(=O)N2CC3(Cc4ccccc4C3)c5ccc(Cl)cc25)[C@@H](Cn6cccn6)CN1	CHEMBL3700021	pIC50=6.66
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCCOCCCCCn5cc(nn5)[C@@H](NC(=O)[C@@H]6CC[C@@H]7CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N67)c8ccccc8)nn4	CHEMBL1774163	pIC50=6.67
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCNC(=O)NCCCCn5cc(nn5)[C@@H](NC(=O)[C@@H]6CC[C@@H]7CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N67)c8ccccc8)nn4	CHEMBL1774162	pIC50=6.67
CC(C)CC(F)(F)c1cnc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4CCOCC4	CHEMBL3700094	pIC50=6.68
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3ccc(F)c4ccccc34)[C@@H]12)C(C)(C)C	CHEMBL458540	pKi=6.68
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H]3CCCc4ccccc34	CHEMBL481421	pKi=6.68
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)C	CHEMBL456400	pIC50=6.68
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CCCCOCCCCC(=O)N5CC[C@H]6CC[C@H](N6C(=O)[C@H](C5)NC(=O)[C@H](C)NC)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2158606	pIC50=6.69
CCO[C@@H]1C[C@@H]2CN([C@@H](CN2C1)C(=O)N[C@@H]3CCOc4ccccc34)C(=O)[C@@H](NC(=O)[C@H](C)NC)C5CCC(F)(F)CC5	CHEMBL2316217	pIC50=6.7
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2cc(Cl)cc(Cl)c2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957022	pIC50=6.7
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Oc4c(C)cccc4Cl)cc23	CHEMBL3700009	pIC50=6.7
Cl.CN[C@@H](C)C(=O)N[C@H]1CCc2ccccc2N(Cc3c(OC)ccc4cc(Br)ccc34)C1=O	CHEMBL2431760	pIC50=6.71
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CSC[C@H]2C(=O)NCC(c3ccccc3)c4ccccc4	CHEMBL2063863	pKi=6.72
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3ccc(C)c4ccccc34)[C@@H]12)C(C)(C)C	CHEMBL514911	pKi=6.72
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCc5ccc(CCn6cc(nn6)[C@@H](NC(=O)[C@@H]7CC[C@@H]8CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N78)c9ccccc9)cc5)nn4	CHEMBL1774156	pIC50=6.72
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4F)cc23	CHEMBL3699986	pIC50=6.72
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@@H](CF)CN1	CHEMBL3639988	pIC50=6.72
Cl.Cl.CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCN2C[C@H]1C(=O)N[C@@H]3CCOc4ccccc34)c5ccccc5	CHEMBL3216800	pIC50=6.72
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCc5ccc(CCCn6cc(nn6)[C@@H](NC(=O)[C@@H]7CC[C@@H]8CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N78)c9ccccc9)cc5)nn4	CHEMBL1774157	pIC50=6.73
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CCC(=O)N5CC[C@H]6CC[C@H](N6C(=O)[C@H](C5)NC(=O)[C@H](C)NC)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2158600	pIC50=6.73
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNCc2ccc(cc2)C(C)(C)C)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL1957025	pIC50=6.74
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)CCCCCCCCC(=O)NC[C@H]2CC[C@H]3CC[C@H](N3C(=O)[C@H]2NC(=O)[C@H](CC)NC)C(=O)NC(c4ccccc4)c5ccccc5)CC[C@H]6CC[C@H](N6C1=O)C(=O)NC(c7ccccc7)c8ccccc8.OC(=O)C(F)(F)F	CHEMBL2204575	pIC50=6.74
Cl.CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2nn(c3ccccc3C#N)c4ccccc24)c5ccccc5OC16CCOCC6	CHEMBL2431754	pIC50=6.74
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2ccccc2N(Cc3noc4ccccc34)C1=O	CHEMBL2436220	pIC50=6.74
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)NCc2cccs2	CHEMBL181003	pKi=6.75
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)CCCCCC#CC#CCCCCC(=O)NC[C@H]2CC[C@H]3CC[C@H](N3C(=O)[C@H]2NC(=O)[C@H](CC)NC)C(=O)NC(c4ccccc4)c5ccccc5)CC[C@H]6CC[C@H](N6C1=O)C(=O)NC(c7ccccc7)c8ccccc8.OC(=O)C(F)(F)F	CHEMBL2204578	pIC50=6.75
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCCCc5ccc(CCCCCCn6cc(nn6)[C@@H](NC(=O)[C@@H]7CC[C@@H]8CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N78)c9ccccc9)cc5)nn4	CHEMBL1774158	pIC50=6.75
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccccc4)cc23)[C@H](CN1)C(=O)N(C)C	CHEMBL3700047	pIC50=6.75
Cc1cccc(CCc2cccc(CCC3=C(O)C(=O)C=C(O)C3=O)c2)c1	CHEMBL221313	pKi=6.75
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Cc4ccc(F)cc4)cc23	CHEMBL3699969	pIC50=6.77
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4F)cc23	CHEMBL3699960	pIC50=6.77
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCc5cn(CCCCn6cc(nn6)[C@@H](NC(=O)[C@@H]7CC[C@@H]8CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N78)c9ccccc9)nn5)nn4	CHEMBL1774161	pIC50=6.79
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CCCCCCC(=O)N5CC[C@H]6CC[C@H](N6C(=O)[C@H](C5)NC(=O)[C@H](C)NC)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2158602	pIC50=6.79
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)CCCCc2cn(CCCCc3ccc(CCCCn4cc(CCCCC(=O)NC[C@H]5CC[C@H]6CC[C@H](N6C(=O)[C@H]5NC(=O)[C@H](CC)NC)C(=O)NC(c7ccccc7)c8ccccc8)nn4)cc3)nn2)CC[C@H]9CC[C@H](N9C1=O)C(=O)NC(c%10ccccc%10)c%11ccccc%11.OC(=O)C(F)(F)F	CHEMBL2204579	pIC50=6.8
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCCc2ccccc2)C(C)(C)C	CHEMBL189071	pKd=6.8
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3csc4ccccc34)[C@@H]12)C(C)(C)C	CHEMBL459803	pKi=6.8
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23	CHEMBL3600717	pIC50=6.8
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(c3cccnc3)c4ccc(Cc5ccccc5)cc24	CHEMBL3700040	pIC50=6.8
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)NCCc2ccccc2	CHEMBL369736	pKi=6.82
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCc5ccc(CCCCn6cc(nn6)[C@@H](NC(=O)[C@@H]7CC[C@@H]8CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N78)c9ccccc9)cc5)nn4	CHEMBL1774154	pIC50=6.82
COC[C@H]1CN[C@H](C)CN1CC(=O)N2CC(C)(C)c3c[n+]([O-])c(Cc4ccc(F)cc4F)cc23	CHEMBL3700043	pIC50=6.82
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccccc4)cc23)[C@H](CN1)C(=O)N5CCOCC5	CHEMBL3700037	pIC50=6.82
C[C@H](N)C(=O)N[C@H]1CCC[C@H]2CC[C@H](N2C1=O)C(=O)NCc3ccccc3	CHEMBL510669	pKi=6.82
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)c2ccccc2N(Cc3c(OC)ccc4ccccc34)C1=O	CHEMBL2436328	pIC50=6.82
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CCCCC(=O)N5CC[C@H]6CC[C@H](N6C(=O)[C@H](C5)NC(=O)[C@H](C)NC)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2158601	pIC50=6.84
CC[C@H](N)C(=O)N[C@H]1[C@@H](CCNC(=O)NCc2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL575183	pIC50=6.85
CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3Cc4ccccc4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	CHEMBL3094409	pIC50=6.85
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL574704	pIC50=6.85
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@@H]12)C(C)(C)C	CHEMBL511444	pKi=6.85
Cl.CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C#N)n(c3ccccc3C#N)c4ccccc24)c5ccccc5OC16CCOCC6	CHEMBL2431755	pEC50=6.85
Cl.CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)cnc3ccccc23)c4ccccc4OC15CCOCC5	CHEMBL2431752	pIC50=6.85
Cl.Cl.CN[C@@H](C)C(=O)N[C@@H](C1CCC(F)(F)CC1)C(=O)N2C[C@@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	CHEMBL3217017	pIC50=6.85
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCCCCCCCn5cc(nn5)[C@@H](NC(=O)[C@@H]6CC[C@@H]7CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N67)c8ccccc8)nn4	CHEMBL1774031	pIC50=6.87
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCCCCCn5cc(nn5)[C@@H](NC(=O)[C@@H]6CC[C@@H]7CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N67)c8ccccc8)nn4	CHEMBL2158599	pIC50=6.87
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCCCCCCCCCn5cc(nn5)[C@@H](NC(=O)[C@@H]6CC[C@@H]7CCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N67)c8ccccc8)nn4	CHEMBL1774160	pIC50=6.88
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCO)CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL575805	pIC50=6.89
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc23)[C@H](CN1)C(=O)N5CCCC5	CHEMBL3700010	pIC50=6.89
C[C@@H]1CN(CC(=O)N2C[C@@](C)(c3ccccc3)c4ccc(cc24)C#N)[C@@H](Cn5cccn5)CN1	CHEMBL3700032	pIC50=6.89
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CNC(=O)COCCOCCOCC(=O)NC[C@H]2CC[C@H]3CC[C@H](N3C(=O)[C@H]2NC(=O)[C@H](CC)NC)C(=O)NC(c4ccccc4)c5ccccc5)CC[C@H]6CC[C@H](N6C1=O)C(=O)NC(c7ccccc7)c8ccccc8.OC(=O)C(F)(F)F	CHEMBL2204576	pIC50=6.9
CN[C@@H](C)C(=O)N[C@H]1CC[C@H](C[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H]3CCCc4ccccc34)NC(=O)Cc5ccccc5	CHEMBL1241426	pIC50=6.9
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O	CHEMBL186755	pKd=6.92
CCCC(F)(F)c1cnc2c(c1)N(CC2(C)C)C(=O)CN3C[C@@H](C)NC[C@@H]3CN4CC[C@@H](F)C4	CHEMBL3700088	pIC50=6.92
CC[C@H](N)C(=O)N[C@H]1[C@@H](CCNC(=O)c2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL575152	pIC50=6.92
CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	CHEMBL3094407	pIC50=6.92
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCNC(=O)c2ccccc2)CC[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL575153	pIC50=6.92
